"microservicio","controlador","metodo","ruta","exposicion","autenticacion","roles_autorizacion","scope_institucional","sin_credencial","permiso_insuficiente","evidencia","observacion"
"academico-laboratorios-service","EquipoController","PATCH","/api/v1/equipos/{id}/estado","JWT","Bearer JWT access","ROLE_ADMINISTRADOR o permiso de gestion especializado","NINGUNO_EXPLICITO","401","403","EquipoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","EquipoController","GET","/api/v1/laboratorios/{laboratorioId}/equipos","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","EquipoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","FacultadController","GET","/api/v1/facultades","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","FacultadController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","FacultadController","POST","/api/v1/facultades","JWT","Bearer JWT access","ROLE_ADMINISTRADOR o permiso de gestion especializado","NINGUNO_EXPLICITO","401","403","FacultadController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","FacultadController","GET","/api/v1/facultades/{id}","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","FacultadController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","FacultadController","PUT","/api/v1/facultades/{id}","JWT","Bearer JWT access","ROLE_ADMINISTRADOR o permiso de gestion especializado","NINGUNO_EXPLICITO","401","403","FacultadController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","FacultadController","PATCH","/api/v1/facultades/{id}/estado","JWT","Bearer JWT access","ROLE_ADMINISTRADOR o permiso de gestion especializado","NINGUNO_EXPLICITO","401","403","FacultadController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","HorarioAcademicoController","GET","/api/v1/horarios","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","HorarioAcademicoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","HorarioAcademicoController","POST","/api/v1/horarios","JWT","Bearer JWT access","ROLE_ADMINISTRADOR o permiso de gestion especializado","NINGUNO_EXPLICITO","401","403","HorarioAcademicoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","HorarioAcademicoController","GET","/api/v1/horarios/{id}","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","HorarioAcademicoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","HorarioAcademicoController","GET","/api/v1/horarios/docente/{docenteId}","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","HorarioAcademicoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","HorarioAcademicoController","GET","/api/v1/horarios/laboratorio/{laboratorioId}","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","HorarioAcademicoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","InternalController","GET","/api/v1/internal/laboratorios/{id}/disponibilidad-base","INTERNAL_API_KEY","X-Internal-Api-Key","X-Internal-Api-Key","NINGUNO_EXPLICITO","403","403","InternalController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","InternalController","GET","/api/v1/internal/laboratorios/{id}/exists","INTERNAL_API_KEY","X-Internal-Api-Key","X-Internal-Api-Key","NINGUNO_EXPLICITO","403","403","InternalController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","InternalController","GET","/api/v1/internal/materias/{id}/contexto","INTERNAL_API_KEY","X-Internal-Api-Key","X-Internal-Api-Key","NINGUNO_EXPLICITO","403","403","InternalController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","InternalController","GET","/api/v1/internal/materias/{id}/exists","INTERNAL_API_KEY","X-Internal-Api-Key","X-Internal-Api-Key","NINGUNO_EXPLICITO","403","403","InternalController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","InternalController","GET","/api/v1/internal/periodos-lectivos/{id}/exists","INTERNAL_API_KEY","X-Internal-Api-Key","X-Internal-Api-Key","NINGUNO_EXPLICITO","403","403","InternalController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","LaboratorioController","GET","/api/v1/laboratorios","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","LaboratorioController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","LaboratorioController","POST","/api/v1/laboratorios","JWT","Bearer JWT access","ROLE_ADMINISTRADOR o permiso de gestion especializado","NINGUNO_EXPLICITO","401","403","LaboratorioController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","LaboratorioController","GET","/api/v1/laboratorios/{id}","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","LaboratorioController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","LaboratorioController","PUT","/api/v1/laboratorios/{id}","JWT","Bearer JWT access","ROLE_ADMINISTRADOR o permiso de gestion especializado","NINGUNO_EXPLICITO","401","403","LaboratorioController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","LaboratorioController","GET","/api/v1/laboratorios/{id}/detalle-completo","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","LaboratorioController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","LaboratorioController","PATCH","/api/v1/laboratorios/{id}/estado","JWT","Bearer JWT access","ROLE_ADMINISTRADOR o permiso de gestion especializado","NINGUNO_EXPLICITO","401","403","LaboratorioController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","LaboratorioController","GET","/api/v1/laboratorios/disponibles","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","LaboratorioController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","LaboratorioController","GET","/api/v1/laboratorios/metricas/ocupacion","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","LaboratorioController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","MateriaController","GET","/api/v1/carreras/{carreraId}/materias","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","MateriaController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","MateriaController","GET","/api/v1/materias","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","MateriaController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","MateriaController","POST","/api/v1/materias","JWT","Bearer JWT access","ROLE_ADMINISTRADOR o permiso de gestion especializado","NINGUNO_EXPLICITO","401","403","MateriaController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","MateriaController","DELETE","/api/v1/materias/{id}","JWT","Bearer JWT access","ROLE_ADMINISTRADOR o permiso de gestion especializado","NINGUNO_EXPLICITO","401","403","MateriaController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","MateriaController","GET","/api/v1/materias/{id}","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","MateriaController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","MateriaController","PUT","/api/v1/materias/{id}","JWT","Bearer JWT access","ROLE_ADMINISTRADOR o permiso de gestion especializado","NINGUNO_EXPLICITO","401","403","MateriaController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","PeriodoLectivoController","GET","/api/v1/periodos-lectivos","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","PeriodoLectivoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","PeriodoLectivoController","POST","/api/v1/periodos-lectivos","JWT","Bearer JWT access","ROLE_ADMINISTRADOR o permiso de gestion especializado","NINGUNO_EXPLICITO","401","403","PeriodoLectivoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","PeriodoLectivoController","GET","/api/v1/periodos-lectivos/{id}","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","PeriodoLectivoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","PeriodoLectivoController","PUT","/api/v1/periodos-lectivos/{id}","JWT","Bearer JWT access","ROLE_ADMINISTRADOR o permiso de gestion especializado","NINGUNO_EXPLICITO","401","403","PeriodoLectivoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","PeriodoLectivoController","GET","/api/v1/periodos-lectivos/actual","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","PeriodoLectivoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","PisoController","GET","/api/v1/bloques/{bloqueId}/pisos","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","PisoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","PisoController","GET","/api/v1/pisos","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","PisoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","PisoController","POST","/api/v1/pisos","JWT","Bearer JWT access","ROLE_ADMINISTRADOR o permiso de gestion especializado","NINGUNO_EXPLICITO","401","403","PisoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","PisoController","DELETE","/api/v1/pisos/{id}","JWT","Bearer JWT access","ROLE_ADMINISTRADOR o permiso de gestion especializado","NINGUNO_EXPLICITO","401","403","PisoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","PisoController","GET","/api/v1/pisos/{id}","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","PisoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","PisoController","PUT","/api/v1/pisos/{id}","JWT","Bearer JWT access","ROLE_ADMINISTRADOR o permiso de gestion especializado","NINGUNO_EXPLICITO","401","403","PisoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","TipoEquipoController","GET","/api/v1/tipos-equipo","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","TipoEquipoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","TipoEquipoController","POST","/api/v1/tipos-equipo","JWT","Bearer JWT access","ROLE_ADMINISTRADOR o permiso de gestion especializado","NINGUNO_EXPLICITO","401","403","TipoEquipoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","TipoEquipoController","DELETE","/api/v1/tipos-equipo/{id}","JWT","Bearer JWT access","ROLE_ADMINISTRADOR o permiso de gestion especializado","NINGUNO_EXPLICITO","401","403","TipoEquipoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","TipoEquipoController","GET","/api/v1/tipos-equipo/{id}","JWT","Bearer JWT access","ACADEMICO_LEER o permiso de lectura especializado","NINGUNO_EXPLICITO","401","403","TipoEquipoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"academico-laboratorios-service","TipoEquipoController","PUT","/api/v1/tipos-equipo/{id}","JWT","Bearer JWT access","ROLE_ADMINISTRADOR o permiso de gestion especializado","NINGUNO_EXPLICITO","401","403","TipoEquipoController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"auth-service","AdminUsuarioController","GET","/api/v1/auth/admin/usuarios","JWT","Bearer JWT access","ROLE_ADMINISTRADOR","NINGUNO_EXPLICITO","401","403","AdminUsuarioController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"auth-service","AdminUsuarioController","POST","/api/v1/auth/admin/usuarios","JWT","Bearer JWT access","ROLE_ADMINISTRADOR","NINGUNO_EXPLICITO","401","403","AdminUsuarioController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"auth-service","AdminUsuarioController","PUT","/api/v1/auth/admin/usuarios/{id}","JWT","Bearer JWT access","ROLE_ADMINISTRADOR","NINGUNO_EXPLICITO","401","403","AdminUsuarioController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"auth-service","AuthController","POST","/api/v1/auth/forgot-password","PUBLIC","Ninguna","permitAll (autenticacion)","NINGUNO_EXPLICITO","NO_APLICA","NO_APLICA","AuthController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"auth-service","AuthController","POST","/api/v1/auth/login","PUBLIC","Ninguna","permitAll (autenticacion)","NINGUNO_EXPLICITO","NO_APLICA","NO_APLICA","AuthController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"auth-service","AuthController","POST","/api/v1/auth/logout","PUBLIC","Ninguna","permitAll (autenticacion)","NINGUNO_EXPLICITO","NO_APLICA","NO_APLICA","AuthController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"auth-service","AuthController","POST","/api/v1/auth/refresh","PUBLIC","Ninguna","permitAll (autenticacion)","NINGUNO_EXPLICITO","NO_APLICA","NO_APLICA","AuthController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"auth-service","AuthController","POST","/api/v1/auth/reset-password","PUBLIC","Ninguna","permitAll (autenticacion)","NINGUNO_EXPLICITO","NO_APLICA","NO_APLICA","AuthController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"auth-service","InternalAdminUsuarioController","POST","/api/v1/internal/admin/usuarios","INTERNAL_API_KEY","X-Internal-Api-Key","X-Internal-Api-Key","NINGUNO_EXPLICITO","403","403","InternalAdminUsuarioController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"auth-service","InternalAdminUsuarioController","DELETE","/api/v1/internal/admin/usuarios/{id}","INTERNAL_API_KEY","X-Internal-Api-Key","X-Internal-Api-Key","NINGUNO_EXPLICITO","403","403","InternalAdminUsuarioController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"auth-service","InternalAdminUsuarioController","GET","/api/v1/internal/admin/usuarios/{id}","INTERNAL_API_KEY","X-Internal-Api-Key","X-Internal-Api-Key","NINGUNO_EXPLICITO","403","403","InternalAdminUsuarioController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"auth-service","InternalAdminUsuarioController","PUT","/api/v1/internal/admin/usuarios/{id}","INTERNAL_API_KEY","X-Internal-Api-Key","X-Internal-Api-Key","NINGUNO_EXPLICITO","403","403","InternalAdminUsuarioController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"reservas-solicitudes-service","AgendaController","GET","/api/v1/agenda","JWT","Bearer JWT access","RESERVA_LEER | AGENDA_GESTIONAR","NINGUNO_EXPLICITO","401","403","AgendaController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"reservas-solicitudes-service","AgendaController","POST","/api/v1/agenda/bloqueos","JWT","Bearer JWT access","RESERVA_LEER | AGENDA_GESTIONAR","PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","AgendaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","AgendaController","DELETE","/api/v1/agenda/bloqueos/{id}","JWT","Bearer JWT access","RESERVA_LEER | AGENDA_GESTIONAR","PISO_ADMIN_PISO / GLOBAL_ADMIN","401","403","AgendaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","AgendaController","GET","/api/v1/agenda/laboratorios/{laboratorioId}","JWT","Bearer JWT access","RESERVA_LEER | AGENDA_GESTIONAR","NINGUNO_EXPLICITO","401","403","AgendaController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"reservas-solicitudes-service","AsistenciaController","GET","/api/v1/asistencias/historial","JWT","Bearer JWT access","authenticated + control en servicio","IDENTIDAD_DOCENTE_O_ESTUDIANTE + BLOQUE/CONTEXTO","401","403","AsistenciaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","AsistenciaController","GET","/api/v1/asistencias/mi-horario","JWT","Bearer JWT access","ROLE_ESTUDIANTE","IDENTIDAD_DOCENTE_O_ESTUDIANTE + BLOQUE/CONTEXTO","401","403","AsistenciaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","AsistenciaController","GET","/api/v1/asistencias/mis-clases-hoy","JWT","Bearer JWT access","ROLE_DOCENTE","IDENTIDAD_DOCENTE_O_ESTUDIANTE + BLOQUE/CONTEXTO","401","403","AsistenciaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","AsistenciaController","POST","/api/v1/asistencias/sesiones","JWT","Bearer JWT access","RESERVA_LEER/ACADEMICO_LEER segun accion","IDENTIDAD_DOCENTE_O_ESTUDIANTE + BLOQUE/CONTEXTO","401","403","AsistenciaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","AsistenciaController","GET","/api/v1/asistencias/sesiones/{id}","JWT","Bearer JWT access","authenticated + control en servicio","IDENTIDAD_DOCENTE_O_ESTUDIANTE + BLOQUE/CONTEXTO","401","403","AsistenciaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","AsistenciaController","POST","/api/v1/asistencias/sesiones/{id}/cerrar","JWT","Bearer JWT access","RESERVA_LEER/ACADEMICO_LEER segun accion","IDENTIDAD_DOCENTE_O_ESTUDIANTE + BLOQUE/CONTEXTO","401","403","AsistenciaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","AsistenciaController","POST","/api/v1/asistencias/sesiones/{id}/registro-propio","JWT","Bearer JWT access","RESERVA_LEER/ACADEMICO_LEER segun accion","IDENTIDAD_DOCENTE_O_ESTUDIANTE + BLOQUE/CONTEXTO","401","403","AsistenciaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","AsistenciaController","GET","/api/v1/asistencias/sesiones/{id}/registros","JWT","Bearer JWT access","authenticated + control en servicio","IDENTIDAD_DOCENTE_O_ESTUDIANTE + BLOQUE/CONTEXTO","401","403","AsistenciaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","AsistenciaController","POST","/api/v1/asistencias/sesiones/{id}/registros","JWT","Bearer JWT access","RESERVA_LEER/ACADEMICO_LEER segun accion","IDENTIDAD_DOCENTE_O_ESTUDIANTE + BLOQUE/CONTEXTO","401","403","AsistenciaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","AsistenciaController","GET","/api/v1/asistencias/sesiones/abiertas","JWT","Bearer JWT access","authenticated + control en servicio","IDENTIDAD_DOCENTE_O_ESTUDIANTE + BLOQUE/CONTEXTO","401","403","AsistenciaController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","DisponibilidadController","GET","/api/v1/disponibilidad/laboratorios/{laboratorioId}","JWT","Bearer JWT access","LABORATORIO_LEER","NINGUNO_EXPLICITO","401","403","DisponibilidadController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
"reservas-solicitudes-service","IncidenteController","GET","/api/v1/incidentes","JWT","Bearer JWT access","INCIDENTE_LEER | INCIDENTE_GESTIONAR","IDENTIDAD_REPORTANTE (gestores con lectura global)","401","403","IncidenteController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","IncidenteController","POST","/api/v1/incidentes","JWT","Bearer JWT access","INCIDENTE_CREAR","IDENTIDAD_REPORTANTE (gestores con lectura global)","401","403","IncidenteController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","IncidenteController","GET","/api/v1/incidentes/{id}","JWT","Bearer JWT access","INCIDENTE_LEER | INCIDENTE_GESTIONAR","IDENTIDAD_REPORTANTE (gestores con lectura global)","401","403","IncidenteController; SecurityConfig; capa de servicio","Scope aplicado fuera o ademas de la cadena HTTP"
"reservas-solicitudes-service","IncidenteController","PATCH","/api/v1/incidentes/{id}/estado","JWT","Bearer JWT access","INCIDENTE_GESTIONAR","NINGUNO_EXPLICITO","401","403","IncidenteController; SecurityConfig","RBAC/autenticacion sin scope institucional adicional demostrado"
